Index,氏名,個人DATA,試合数,チーム,背番号,ポジション,利き腕,走,S1,S2,バント,HR,2H+,2H,3H,1H*,1H+,1H,Fa,BS,BB,KS,K,ﾀﾌﾈｽ,特徴,備考,守備１,守備２,守備３,守備４,守備５,守備６,守備７,グレード,コントロール,三振,被本塁打,スタミナ,登板間隔
416,炭谷銀仁_,87.07.19生 40試 率.235 0本,40,25 Lions,27,捕手,右投右打,S,3,65,3,00 00 00 00 00,02 01 01 01 01,05 04 04 03 02,** 05 ** ** 03,10 09 08 07 06,16 14 12 10 08,25 23 20 17 14,32 28 25 21 17,51,58 57 55 54 53,100,90 84 79 73 68,D,DB,,C=5(T:3), , , , , , ,,,,,,
417,村田　怜音,01.08.04生 23試 率.195 2本,23,25 Lions,99,内野手,右投右打,S,2,25,2,02 01 01 01 01,03 03 03 02 02,07 06 05 05 04,** ** ** ** **,12 10 09 08 06,16 14 12 11 09,25 22 19 17 14,30 27 23 20 16,51,55 54 54 53 52,100,85 78 70 62 54,E,DB,準新人,1B=2, , , , , , ,,,,,,
418,牧野　翔矢,01.03.04生 29試 率.213 0本,29,25 Lions,53,捕手,右投左打,-,3,68,2,00 00 00 00 00,01 01 01 ** **,02 02 02 01 01,03 03 ** 02 02,08 07 06 06 05,14 12 10 09 07,24 21 18 15 13,29 25 22 19 15,51,55 54 53 52 51,100,85 77 69 60 52,D,,,C=4(T:1), , , , , , ,,,,,,
419,児玉　亮涼,98.07.10生 60試 率.170 0本,60,25 Lions,0,内野手,右投右打,F,4,66,2,00 00 00 00 00,02 01 01 01 01,05 04 04 03 03,07 06 05 04 **,10 09 08 07 06,14 12 11 09 08,22 19 17 14 12,27 24 21 17 14,51,63 60 58 56 54,100,92 87 82 78 73,C,DB,,2B=3,3B=2,SS=1, , , , ,,,,,,
420,蛭間　拓哉,00.09.08生 12試 率.176 0本,12,25 Lions,9,外野手,左投左打,-,2,25,2,01 00 00 00 00,** 01 01 01 01,03 03 03 02 02,04 ** ** ** **,09 08 07 06 05,15 13 11 09 08,25 22 20 17 14,31 27 24 20 17,51,57 55 54 53 52,100,90 85 80 74 69,E,,,OF=2, , , , , , ,,,,,,
421,_松　渡,99.07.02生 27試 率.059 0本,27,25 Lions,50,内野手,右投左打,F,4,74,2,00 00 00 00 00,01 01 01 01 01,04 03 03 02 02,** ** ** ** **,07 07 06 05 04,11 10 09 08 06,20 17 15 13 10,25 22 19 16 13,51,55 54 53 52 52,100,86 78 70 62 55,D,,,OF=2, , , , , , ,,,,,,
422,佐藤　太陽,02.05.19生 13試 率.167 0本,13,25 Lions,38,内野手,右投左打,-,2,25,2,00 00 00 00 00,02 01 01 01 01,05 04 04 03 02,06 06 05 04 03,10 09 08 07 06,15 13 11 10 08,23 21 18 15 13,28 25 22 19 15,51,59 57 56 54 53,100,90 84 79 73 67,D,DB,7/25入団、新人,2B=1,3B=1,SS=1, , , , ,,,,,,
423,古市　尊,02.06.15生 10試 率.444 0本,10,25 Lions,65,捕手,右投右打,-,2,25,2,00 00 00 00 00,01 01 01 01 01,04 03 03 02 02,** ** ** ** **,10 09 08 06 05,16 14 12 11 09,29 25 22 19 15,33 30 26 22 18,51,57 55 54 53 52,100,92 87 82 78 73,E,,,C=4(T:10), , , , , , ,,,,,,
424,羽田慎之介,03.12.25生 24試1勝1敗0S 防率2.95,24,25 Lions,43,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,BK,,P=4,,,,,,,G=2.2,C=0.3,K=2,HR=*,S=2,I=3.0
425,糸川　亮太,98.04.30生 13試0勝1敗0S 防率2.89,13,25 Lions,23,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,E,,準新人,P=4,,,,,,,G=1.5,C=1.0,K=2,HR=**,S=2,I=4.0
426,中村　祐太,95.08.31生 20試0勝2敗0S 防率1.04,20,25 Lions,58,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=5,,,,,,,G=3.5,C=1.7,K=2,HR=-,S=2,I=3.0
427,Ｅ．ラミレス,94.07.15生 27試1勝0敗0S 防率1.01,27,25 Lions,56,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,外国人,P=4,,,,,,,G=4.5,C=0.7,K=3,HR=-,S=2,I=2.5
428,田村伊知郎,94.09.19生 20試0勝1敗0S 防率3.58,20,25 Lions,20,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=2.7,C=1.9,K=2,HR=-,S=2,I=3.0
429,黒木　優太,94.08.16生 29試1勝1敗0S 防率3.38,29,25 Lions,54,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=4,,,,,,,G=2.8,C=0.6,K=2,HR=-,S=2,I=2.5
430,甲斐野　央,96.11.16生 47試2勝3敗0S 防率2.47,47,25 Lions,34,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=5,,,,,,,G=3.4,C=0.3,K=2,HR=-,S=2,I=1.0
431,ウィンゲンター,94.04.15生 49試1勝4敗0S 防率1.74,49,25 Lions,45,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,外国人,P=4,,,,,,,G=4.7,C=0.3,K=4,HR=-,S=2,I=1.0
432,山田　陽翔,04.05.09生 49試3勝3敗1S 防率2.08,49,25 Lions,36,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=3.3,C=1.3,K=1,HR=-,S=2,I=1.0
433,平良　海馬,99.11.15生 54試4勝2敗31S 防率1.71,54,25 Lions,61,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=4.2,C=0.6,K=3,HR=*,S=2,I=1.0
434,菅井　信也,03.06.28生 11試5勝5敗0S 防率3.58,11,25 Lions,71,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,準新人,P=4,,,,,,,G=1.3,C=0.3,K=2,HR=-,S=6,I=7.5
435,武内　夏暉,01.07.21生 12試4勝5敗0S 防率5.26,12,25 Lions,21,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷30(WP),5/14より使用可能,P=4,,,,,,,G=0.1,C=0.8,K=1,HR=-,S=6,I=5.5
436,與座　海人,95.09.15生 16試6勝5敗0S 防率2.50,16,25 Lions,15,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,PO,5/1より使用可能,P=6,,,,,,,G=3.0,C=2.6,K=0,HR=-,S=7,I=6.5
437,渡邉勇太朗,00.09.21生 23試7勝9敗0S 防率2.69,23,25 Lions,12,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=2.5,C=2.2,K=1,HR=-,S=7,I=5.5
438,_橋　光成,97.02.03生 24試8勝9敗0S 防率3.04,24,25 Lions,13,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,BK,,P=4,,,,,,,G=2.0,C=2.1,K=1,HR=-,S=7,I=5.0
439,隅田知一郎,99.08.20生 23試10勝10敗0S 防率2.59,23,25 Lions,16,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=5,,,,,,,G=1.9,C=3.3,K=3,HR=-,S=8,I=6.0
440,今井　達也,98.05.09生 24試10勝5敗0S 防率1.92,24,25 Lions,48,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=4,,,,,,,G=4.4,C=1.7,K=4,HR=-,S=8,I=5.5
441,藤原　恭大,00.05.06生 107試 率.271 4本,107,25 Marines,1,外野手,左投左打,F,5,76,2,01 01 01 01 01,03 02 02 02 **,05 04 04 03 03,07 06 05 04 04,14 12 11 09 07,21 18 16 13 11,34 30 26 23 19,39 35 30 26 21,51,63 61 58 56 54,100,92 88 83 79 74,A,IH,,OF=4, , , , , , ,,,,,,
442,寺地　隆成,05.08.19生 116試 率.256 5本,116,25 Marines,65,捕手,右投左打,S,2,25,2,02 01 01 01 01,03 03 02 02 02,07 06 05 04 03,** ** ** ** **,13 12 10 09 07,20 17 15 13 11,33 29 26 22 18,40 35 31 26 22,51,58 57 55 54 53,100,94 90 86 82 78,A,DB,準新人,C=4(T:9),1B=2, , , , , ,,,,,,
443,西川　史礁,03.03.25生 108試 率.281 3本,108,25 Marines,6,外野手,右投右打,S,3,70,0,01 01 01 00 00,03 03 03 02 02,08 08 07 06 05,10 09 ** ** **,16 14 12 10 09,22 20 17 14 12,34 30 27 23 19,42 37 32 28 23,51,58 57 55 54 53,100,92 87 82 77 72,A,DB,新人,OF=4(L), , , , , , ,,,,,,
444,山本　大斗,02.08.09生 107試 率.205 11本,107,25 Marines,61,外野手,右投右打,S,3,71,2,03 03 03 02 02,05 05 04 03 03,09 08 07 06 05,** ** ** ** **,13 12 10 08 07,17 15 13 11 10,25 22 19 16 14,31 27 24 20 16,51,61 59 57 55 54,100,88 81 74 68 61,A,DB,準新人,OF=3, , , , , , ,,,,,,
445,_部　瑛斗,97.12.11生 111試 率.286 2本,111,25 Marines,38,外野手,右投左打,F,5,83,2,01 01 01 00 00,03 02 02 02 01,06 06 05 04 03,08 08 07 06 05,16 14 12 10 09,23 21 18 15 12,37 33 29 24 20,47 42 37 31 26,51,57 56 55 53 52,100,95 91 88 85 82,A,IH,,OF=3(C), , , , , , ,,,,,,
446,藤岡　裕大,93.08.08生 102試 率.256 4本,102,25 Marines,7,内野手,右投左打,S,3,70,2,02 01 01 01 01,04 03 03 02 02,08 07 06 05 05,** ** ** 06 **,14 12 11 09 08,20 17 15 13 11,31 27 24 20 17,40 36 31 26 22,51,67 64 62 59 56,100,92 87 83 78 74,B,DB,,2B=3, , , , , , ,,,,,,
447,ソト,89.02.28生 102試 率.230 13本,102,25 Marines,99,内野手,右投右打,S,2,25,0,05 04 04 03 02,06 06 05 04 03,10 09 07 06 05,** ** ** ** **,14 12 11 09 08,19 16 14 12 10,27 24 21 18 15,34 30 26 23 19,51,64 62 60 57 55,100,88 81 75 68 61,B,DB,外国人,1B=3, , , , , , ,,,,,,
448,安田　尚憲,99.04.15生 93試 率.243 0本,93,25 Marines,5,内野手,右投左打,S,3,69,0,00 00 00 00 00,02 02 02 01 01,06 05 05 04 03,** ** ** ** **,12 11 09 08 07,18 16 14 12 10,31 27 24 20 16,40 36 31 26 22,51,61 60 58 56 54,100,92 87 83 78 73,A,負傷30(DB),,1B=2,3B=3, , , , , ,,,,,,
449,友杉　篤輝,00.11.07生 116試 率.230 1本,116,25 Marines,4,内野手,右投右打,F,4,68,4,01 01 00 00 00,02 02 02 01 01,05 05 04 04 03,06 06 05 ** **,12 10 09 08 06,17 16 13 11 10,29 25 22 19 15,36 32 28 24 19,51,59 57 56 54 53,100,94 90 86 82 78,A,IH,,SS=4, , , , , , ,,,,,,
450,池田　来翔,99.12.11生 83試 率.238 5本,83,25 Marines,00,内野手,右投右打,S,3,70,2,02 02 02 02 01,05 04 03 03 02,08 07 06 06 05,** ** ** ** **,13 12 10 08 07,17 16 14 11 10,27 24 21 18 14,36 32 28 23 19,51,58 57 56 54 53,100,92 88 83 79 74,B,DB,,1B=3,2B=1,3B=3, , , , ,,,,,,
451,佐藤都志也,98.01.27生 68試 率.207 4本,68,25 Marines,32,捕手,右投左打,-,3,73,2,02 02 02 02 01,04 04 03 03 02,07 07 06 05 04,** ** ** ** **,13 11 10 08 07,17 16 14 11 10,28 25 21 18 15,36 31 27 23 19,51,63 61 59 57 54,100,93 88 84 80 75,B,負傷45(DB),,C=5(T:10),1B=2, , , , , ,,,,,,
452,小川　龍成,98.04.05生 87試 率.264 0本,87,25 Marines,57,内野手,右投左打,F,4,76,3,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,08 08 07 06 05,16 15 13 11 09,32 28 25 21 17,39 35 30 26 21,51,63 61 58 56 54,100,93 88 84 80 75,B,IH,,2B=3,SS=4, , , , , ,,,,,,
453,上田希由翔,01.08.12生 66試 率.211 3本,66,25 Marines,10,内野手,右投左打,S,2,25,2,02 02 01 01 01,04 04 03 03 02,09 08 07 06 05,** ** ** ** **,14 12 11 09 07,19 16 14 12 10,28 25 21 18 15,36 32 28 23 19,51,63 60 58 56 54,100,92 87 82 78 73,A,負傷75(DB),,1B=2,3B=2, , , , , ,,,,,,
454,岡　大海,91.07.15生 65試 率.274 2本,65,25 Marines,25,外野手,右投右打,F,4,71,2,02 02 01 01 01,04 03 03 03 02,08 07 06 05 05,** 08 07 06 **,15 13 11 10 08,21 18 16 14 11,33 29 25 21 18,39 34 30 25 21,51,67 64 62 59 56,100,92 87 83 78 74,C,IH,,1B=2,OF=3, , , , , ,,,,,,
455,ポランコ,91.09.14生 39試 率.201 5本,39,25 Marines,22,外野手,左投左打,S,2,25,0,05 05 04 04 03,07 06 05 05 04,10 09 08 06 05,** ** ** ** **,14 12 11 09 08,19 16 14 12 10,27 24 21 18 14,35 31 27 23 19,51,64 61 59 57 55,100,91 86 80 75 70,D,,外国人,OF=2, , , , , , ,,,,,,
456,山口　航輝,00.08.18生 35試 率.255 7本,35,25 Marines,51,外野手,右投右打,S,3,69,2,04 04 03 03 02,05 05 04 04 03,08 07 06 06 05,** ** ** ** **,13 12 10 09 07,18 16 14 12 10,28 25 22 18 15,34 31 27 23 19,51,59 58 56 54 53,100,89 83 77 72 66,D,,,1B=2,OF=2, , , , , ,,,,,,
457,宮崎　竜成,00.12.09生 39試 率.194 0本,39,25 Marines,44,内野手,右投左打,-,3,70,2,01 01 01 01 01,03 02 02 02 **,05 05 04 04 03,** ** ** ** **,11 09 08 07 06,16 14 12 10 09,27 24 20 17 14,33 29 25 21 17,51,61 59 57 56 54,100,89 82 76 70 63,D,DB,新人,2B=4,3B=1,SS=1, , , , ,,,,,,
458,中村　奨吾,92.05.28生 20試 率.186 1本,20,25 Marines,8,内野手,右投右打,S,2,25,2,01 01 01 01 00,02 02 02 02 01,05 04 04 03 03,** ** ** ** **,10 08 07 06 05,14 12 11 09 07,23 20 17 15 12,28 25 22 19 15,51,63 60 58 56 54,100,91 87 82 77 72,E,DB,,2B=1,3B=3, , , , , ,,,,,,
459,角中　勝也,87.05.25生 27試 率.167 1本,27,25 Marines,3,外野手,右投左打,-,3,68,2,01 01 01 01 01,02 02 02 02 **,05 04 04 03 02,** ** ** ** 03,10 09 07 06 05,14 12 11 09 08,23 21 18 15 12,32 29 25 21 17,51,66 64 61 58 55,100,91 86 81 76 70,D,,,OF=2, , , , , , ,,,,,,
460,田村　龍弘,94.05.13生 18試 率.158 1本,18,25 Marines,27,捕手,右投右打,S,2,25,3,01 01 01 01 00,02 02 02 02 01,05 04 04 03 03,** ** ** ** **,08 08 07 06 05,13 11 10 08 07,21 18 16 13 11,28 25 22 19 15,51,58 57 56 54 53,100,90 84 78 72 66,E,,,C=4(T:-2), , , , , , ,,,,,,
461,茶谷　健太,98.01.16生 43試 率.222 0本,43,25 Marines,67,内野手,右投右打,-,2,25,2,00 00 00 00 00,01 01 01 01 01,04 03 03 03 02,** ** ** ** **,08 07 06 06 05,13 11 10 08 07,22 19 17 14 12,30 26 23 19 16,51,58 57 56 54 53,100,89 83 77 71 65,D,,,1B=2,2B=1,3B=1,SS=1, , , ,,,,,,
462,廣池康志郎,02.09.16生 18試1勝3敗0S 防率4.87,18,25 Marines,64,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,新人,P=3,,,,,,,G=1.1,C=2.2,K=2,HR=**,S=2,I=3.5
463,益田　直也,89.10.25生 22試1勝4敗5S 防率4.35,22,25 Marines,52,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=3,,,,,,,G=2.3,C=1.5,K=2,HR=-,S=2,I=3.5
464,河村　説人,97.06.18生 4試2勝1敗0S 防率2.57,4,25 Marines,58,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,,8/14より使用可能,P=3,,,,,,,G=2.7,C=1.2,K=2,HR=-,S=6,I=7.0
465,菊地　吏玖,00.06.13生 21試0勝1敗0S 防率5.32,21,25 Marines,28,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,準新人,P=4,,,,,,,G=1.7,C=1.7,K=3,HR=**,S=2,I=3.5
466,八木　彬,97.05.26生 27試0勝1敗0S 防率5.96,27,25 Marines,33,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=3,,,,,,,G=0.4,C=2.2,K=2,HR=-,S=2,I=2.5
467,澤田　圭佑,94.04.27生 29試1勝1敗1S 防率3.95,29,25 Marines,66,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=3,,,,,,,G=1.3,C=2.0,K=1,HR=-,S=2,I=2.5
468,鈴木　昭汰,98.09.07生 29試1勝3敗5S 防率4.82,29,25 Marines,47,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=4,,,,,,,G=2.1,C=1.7,K=2,HR=-,S=2,I=2.5
469,中森　俊介,02.05.29生 25試2勝2敗5S 防率1.23,25,25 Marines,56,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=3.4,C=2.9,K=3,HR=*,S=2,I=3.0
470,小野　郁,96.10.23生 47試2勝2敗0S 防率2.59,47,25 Marines,37,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=3,,,,,,,G=2.3,C=1.8,K=2,HR=*,S=2,I=1.0
471,西野　勇士,91.03.06生 9試0勝4敗0S 防率3.08,9,25 Marines,29,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,負傷90,,P=5,,,,,,,G=1.7,C=2.8,K=1,HR=-,S=7,I=7.0
472,高野　脩汰,98.08.13生 37試5勝3敗0S 防率1.84,37,25 Marines,34,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,準新人,P=4,,,,,,,G=3.0,C=2.7,K=4,HR=-,S=2,I=1.5
473,横山　陸人,01.08.05生 50試2勝4敗12S 防率2.08,50,25 Marines,60,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=4,,,,,,,G=4.1,C=1.7,K=2,HR=-,S=2,I=1.0
474,木村　優人,05.06.01生 22試3勝2敗1S 防率3.31,22,25 Marines,53,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,PO,準新人,P=5,,,,,,,G=2.1,C=2.4,K=2,HR=-,S=4,I=4.5
475,田中　晴也,04.06.06生 13試3勝5敗0S 防率2.48,13,25 Marines,35,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷60(WP),,P=5,,,,,,,G=3.1,C=1.6,K=3,HR=-,S=7,I=6.5
476,サモンズ,95.04.27生 16試5勝5敗0S 防率3.78,16,25 Marines,42,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,外国人,P=4,,,,,,,G=1.5,C=0.3,K=2,HR=**,S=6,I=6.0
477,石川　柊太,91.12.27生 19試4勝7敗0S 防率4.62,19,25 Marines,21,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=6,,,,,,,G=0.4,C=1.3,K=1,HR=-,S=6,I=5.5
478,ボス,92.06.26生 22試3勝9敗0S 防率3.96,22,25 Marines,54,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,外国人,P=4,,,,,,,G=0.7,C=2.6,K=2,HR=-,S=7,I=6.0
479,小島　和哉,96.07.07生 24試8勝10敗0S 防率3.72,24,25 Marines,14,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=5,,,,,,,G=0.9,C=1.3,K=1,HR=**,S=7,I=5.5
480,種市　篤暉,98.09.07生 24試9勝8敗0S 防率2.63,24,25 Marines,16,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=5,,,,,,,G=2.9,C=1.7,K=3,HR=-,S=8,I=6.0
501,無名投手Ａ,,,, ,投　手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,E,,,P=3,,,,,,,G=0.4,C=0.3,K=0,HR=**,S=4,I=8.0
502,無名投手Ｂ,,,, ,投　手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,E,,,P=3,,,,,,,G=0.1,C=0.3,K=0,HR=**,S=4,I=8.0
503,無名捕手Ａ,,,, ,捕　手,右投右打,S,2,25,2,01 01 00 00 00,** ** 01 01 01,03 02 02 02 **,** ** ** ** **,07 06 05 04 04,11 09 08 07 06,19 17 15 12 10,24 21 18 16 13,51,55 54 53 52 52,100,91 86 82 77 72,E,,,C=3(T:10), , , , , , ,,,,,,
504,無名捕手Ｂ,,,, ,捕　手,右投左打,S,2,25,2,01 01 00 00 00,** ** 01 01 01,03 02 02 02 **,** ** ** ** **,07 06 05 04 04,11 10 09 07 06,20 17 15 13 10,24 22 19 16 13,51,55 54 53 52 52,100,91 86 82 77 72,E,,,C=3(T:10), , , , , , ,,,,,,
505,無名野手Ａ,,,, ,内野手,右投右打,-,4,60,3,00 00 00 00 00,01 01 01 01 **,03 03 03 02 02,04 ** ** 03 **,08 07 06 05 05,12 11 10 08 07,21 18 16 14 11,25 23 20 17 14,51,57 56 55 54 52,100,94 90 87 83 80,E,,,1B=2,2B=1,3B=2,SS=1, , , ,,,,,,
